"spp","den","occ","month","year"
"act_hyp",0.448080082783846,1.09861228866811,5,2005
"ana_pla",0.759879475581172,4.34380542185368,5,2005
"ana_que",0.199465876039301,0.693147180559945,5,2005
"ana_str",0.80529589328087,4.04305126783455,5,2005
"ans_ans",0.33781940939046,2.39789527279837,5,2005
"ard_cin",0.362548352598002,3.36729582998647,5,2005
"ayt_fer",1.08515729896386,3.93182563272433,5,2005
"ayt_ful",1.11086930293685,4.15888308335967,5,2005
"buc_cla",0.309051427069154,3.13549421592915,5,2005
"cha_dub",0.81108437018552,2.07944154167984,5,2005
"cir_aer",0.268563690873333,1.6094379124341,5,2005
"cyg_olo",0.235955619806934,3.61091791264422,5,2005
"cas_alb",0.0274679183089317,1.09861228866811,5,2005
"ful_atr",0.555359305159531,3.73766961828337,5,2005
"lar_rid",0.667790388538116,3.29583686600433,5,2005
"net_ruf",0.417755098649027,2.83321334405622,5,2005
"nyc_nyc",0.198024836943988,1.38629436111989,5,2005
"pha_car",0.0987839112873134,2.30258509299405,5,2005
"pod_cri",0.406651946506834,3.40119738166216,5,2005
"pod_nig",0.034978624707753,1.38629436111989,5,2005
"ste_hir",0.198146258494191,1.6094379124341,5,2005
"tac_ruf",0.374926276764472,2.56494935746154,5,2005
"tri_gla",0.115121581956201,1.09861228866811,5,2005
"tri_och",0.0683793311038285,0.693147180559945,5,2005
"van_van",0.717305560468681,1.6094379124341,5,2005
"ana_cly",0.00524935588614375,0.693147180559945,5,2005
"act_hyp",0.048790164169432,0.693147180559945,5,2006
"ana_pla",0.758638187425073,4.52178857704904,5,2006
"ana_que",0.132312374735171,1.79175946922805,5,2006
"ana_str",0.673414056265686,4.27666611901606,5,2006
"ans_ans",0.438705725353093,2.77258872223978,5,2006
"ard_cin",0.193378969080188,3.36729582998647,5,2006
"ayt_fer",1.18015007856468,4.00733318523247,5,2006
"ayt_ful",1.01403985307334,4.26267987704132,5,2006
"buc_cla",0.406319896609266,3.04452243772342,5,2006
"cha_dub",0.251274314371838,1.6094379124341,5,2006
"cir_aer",0.124989335216839,1.38629436111989,5,2006
"cyg_olo",0.36342168349962,3.66356164612965,5,2006
"cas_alb",0.0741786269320773,1.38629436111989,5,2006
"ful_atr",0.587425687490545,3.85014760171006,5,2006
"hal_alb",0.0307716586667537,0.693147180559945,5,2006
"lar_rid",0.451114551715712,3.3322045101752,5,2006
"net_ruf",0.302165758551823,3.04452243772342,5,2006
